full_name	lat	long
AB695089.1 Endozoicomonas_numazuensis_gene_for 2001-06-01	35.064388888888885	138.81799999999998
FJ347758.1 Endozoicomonas_montiporae_CL-33 2009-08-01	21.907194444444443	120.76916666666666
FJ930289.1 Uncultured_bacterium_clone_C7-A01c 2009-04-01	20.80665	-156.60106666666667
HE818343.1 Endozoicomonas_sp._Ez302_partial 2010-06-16	37.06933333333334	-8.331138888888889
HM804435.1 Endozoicimonas_sp._5U3,1_2 2008-07-01	28.79802777777778	48.3165
JN635416.1 Uncultured_Endozoicomonas_sp._clone_T679U3361 2007-06-01	21.948333333333334	120.80833333333334
JN635417.1 Uncultured_Endozoicomonas_sp._clone_T679U3917 2007-06-01	21.948333333333334	120.80833333333334
JN635418.1 Uncultured_Endozoicomonas_sp._clone_T679U4336 2007-06-01	21.948333333333334	120.80833333333334
JN635419.1 Uncultured_Endozoicomonas_sp._clone_T679U4172 2007-06-01	21.948333333333334	120.80833333333334
JN635420.1 Uncultured_Endozoicomonas_sp._clone_T679U3170 2007-06-01	21.948333333333334	120.80833333333334
JN635421.1 Uncultured_Endozoicomonas_sp._clone_T679U4214 2007-06-01	21.948333333333334	120.80833333333334
JN635422.1 Uncultured_Endozoicomonas_sp._clone_T679U3769 2007-06-01	21.948333333333334	120.80833333333334
JN635423.1 Uncultured_Endozoicomonas_sp._clone_T679U3602 2007-06-01	21.948333333333334	120.80833333333334
JN635424.1 Uncultured_Endozoicomonas_sp._clone_T679U3321 2007-06-01	21.948333333333334	120.80833333333334
JN635425.1 Uncultured_Endozoicomonas_sp._clone_T679U3322 2007-06-01	21.948333333333334	120.80833333333334
JN635437.1 Uncultured_Endozoicomonas_sp._clone_T679U192 2014-04-01	22.666666666666668	121.45
JN635438.1 Uncultured_Endozoicomonas_sp._clone_T679U3381 2014-07-17	22.666666666666668	121.46666666666667
JN635439.1 Uncultured_Endozoicomonas_sp._clone_T679U3312 2014-07-17	22.666666666666668	121.46666666666667
JN635440.1 Uncultured_Endozoicomonas_sp._clone_T679U3556 2014-07-17	22.666666666666668	121.46666666666667
JN635441.1 Uncultured_Endozoicomonas_sp._clone_T679U163 2014-04-01	22.666666666666668	121.45
JN635442.1 Uncultured_Endozoicomonas_sp._clone_T679U3327 2014-07-17	22.666666666666668	121.46666666666667
JN635443.1 Uncultured_Endozoicomonas_sp._clone_T679U3329 2014-07-17	22.666666666666668	121.46666666666667
JN635444.1 Uncultured_Endozoicomonas_sp._clone_T679U122 2014-04-01	22.666666666666668	121.45
JN635445.1 Uncultured_Endozoicomonas_sp._clone_T679U6 2014-04-01	22.666666666666668	121.45
JN635446.1 Uncultured_Endozoicomonas_sp._clone_T679U113 2014-04-01	22.666666666666668	121.45
JN635447.1 Uncultured_Endozoicomonas_sp._clone_T679U3533 2014-07-17	22.666666666666668	121.46666666666667
JN635448.1 Uncultured_Endozoicomonas_sp._clone_T679U3196 2014-07-17	22.666666666666668	121.46666666666667
JN635449.1 Uncultured_Endozoicomonas_sp._clone_T679U4986 2014-07-17	22.666666666666668	121.46666666666667
JN635450.1 Uncultured_Endozoicomonas_sp._clone_T679U351 2014-04-01	22.666666666666668	121.45
JN635451.1 Uncultured_Endozoicomonas_sp._clone_T679U228 2014-04-01	22.666666666666668	121.45
JN635452.1 Uncultured_Endozoicomonas_sp._clone_T679U3613 2014-07-17	22.666666666666668	121.46666666666667
JN635453.1 Uncultured_Endozoicomonas_sp._clone_T679U3303 2014-07-17	22.666666666666668	121.46666666666667
JN848830.1 Uncultured_Endozoicomonas_sp._clone_T679U5149 2008-02-01	25.21361111111111	121.68911111111112
JQ691564.1 Uncultured_bacterium_clone_B10 2010-06-01	43.68611111111111	7.316666666666666
JQ691565.1 Uncultured_bacterium_clone_B11 2010-06-01	43.68611111111111	7.316666666666666
JQ691566.1 Uncultured_bacterium_clone_B12 2010-06-01	43.68611111111111	7.316666666666666
JQ691567.1 Uncultured_bacterium_clone_B13 2010-06-01	43.68611111111111	7.316666666666666
JQ691568.1 Uncultured_bacterium_clone_B14 2010-06-01	43.68611111111111	7.316666666666666
JQ691569.1 Uncultured_bacterium_clone_B15 2010-06-01	43.68611111111111	7.316666666666666
JQ691570.1 Uncultured_bacterium_clone_B16 2010-06-01	43.68611111111111	7.316666666666666
JQ691571.1 Uncultured_bacterium_clone_B2 2010-06-01	43.68611111111111	7.316666666666666
JQ691572.1 Uncultured_bacterium_clone_B3 2010-06-01	43.68611111111111	7.316666666666666
JQ691573.1 Uncultured_bacterium_clone_B6 2010-06-01	43.68611111111111	7.316666666666666
JX488684.2 Endozoicomonas_euniceicola_strain_EF212 2009-06-01	26.301133333333333	-80.06853333333333
JX488685.1 Endozoicomonas_gorgoniicola_strain_PS125 2009-07-01	25.524633333333334	-79.29913333333333
KC668414.1 Uncultured_bacterium_clone_P3-A02 2009-06-01	19.873466666666666	40.079483333333336
KC668415.1 Uncultured_bacterium_clone_P3-A04 2009-06-01	19.873466666666666	40.079483333333336
KC668416.1 Uncultured_bacterium_clone_P3-B03 2009-06-01	19.873466666666666	40.079483333333336
KC668417.1 Uncultured_bacterium_clone_P3-B06 2009-06-01	19.873466666666666	40.079483333333336
KC668418.1 Uncultured_bacterium_clone_P3-B08 2009-06-01	19.873466666666666	40.079483333333336
KC668419.1 Uncultured_bacterium_clone_P3-B11 2009-06-01	19.873466666666666	40.079483333333336
KC668420.1 Uncultured_bacterium_clone_P3-C03 2009-06-01	19.873466666666666	40.079483333333336
KC668421.1 Uncultured_bacterium_clone_P3-C06 2009-06-01	19.873466666666666	40.079483333333336
KC668422.1 Uncultured_bacterium_clone_P7-G09 2009-06-01	19.873466666666666	40.079483333333336
KC668423.1 Uncultured_bacterium_clone_P7-H05 2009-06-01	19.873466666666666	40.079483333333336
KC668575.1 Uncultured_bacterium_clone_P2-C07 2009-06-01	19.873466666666666	40.079483333333336
KC668576.1 Uncultured_bacterium_clone_P4-F01 2009-06-01	19.873466666666666	40.079483333333336
KC668577.1 Uncultured_bacterium_clone_P2-B02 2009-06-01	19.873466666666666	40.079483333333336
KC668578.1 Uncultured_bacterium_clone_P4-B10 2009-06-01	19.873466666666666	40.079483333333336
KC668579.1 Uncultured_bacterium_clone_P4-A12 2009-06-01	19.873466666666666	40.079483333333336
KC668580.1 Uncultured_bacterium_clone_P4-H01 2009-06-01	19.873466666666666	40.079483333333336
KC668581.1 Uncultured_bacterium_clone_P2-C05 2009-06-01	19.873466666666666	40.079483333333336
KC668582.1 Uncultured_bacterium_clone_P4-C01 2009-06-01	19.873466666666666	40.079483333333336
KC668583.1 Uncultured_bacterium_clone_P2-C04 2009-06-01	19.873466666666666	40.079483333333336
KC668584.1 Uncultured_bacterium_clone_P2-C02 2009-06-01	19.873466666666666	40.079483333333336
KC668823.1 Uncultured_bacterium_clone_05A01 2009-06-01	18.6751	40.73921666666667
KC668824.1 Uncultured_bacterium_clone_05A02 2009-06-01	18.6751	40.73921666666667
KC668825.1 Uncultured_bacterium_clone_05A03 2009-06-01	18.6751	40.73921666666667
KC668826.1 Uncultured_bacterium_clone_05A04 2009-06-01	18.6751	40.73921666666667
KC668827.1 Uncultured_bacterium_clone_05A05 2009-06-01	18.6751	40.73921666666667
KC668828.1 Uncultured_bacterium_clone_05A06 2009-06-01	18.6751	40.73921666666667
KC668829.1 Uncultured_bacterium_clone_05A07 2009-06-01	18.6751	40.73921666666667
KC668830.1 Uncultured_bacterium_clone_05A08 2009-06-01	18.6751	40.73921666666667
KC668831.1 Uncultured_bacterium_clone_05A09 2009-06-01	18.6751	40.73921666666667
KC668832.1 Uncultured_bacterium_clone_05A10 2009-06-01	18.6751	40.73921666666667
KC669000.1 Uncultured_bacterium_clone_12H07_M13F 2009-06-01	18.6751	40.73921666666667
KC669001.1 Uncultured_bacterium_clone_12H09_M13F 2009-06-01	18.6751	40.73921666666667
KC669002.1 Uncultured_bacterium_clone_14A01 2009-06-01	19.897983333333332	40.01485
KC669003.1 Uncultured_bacterium_clone_14A03 2009-06-01	19.897983333333332	40.01485
KC669004.1 Uncultured_bacterium_clone_14A04 2009-06-01	19.897983333333332	40.01485
KC669005.1 Uncultured_bacterium_clone_14A05 2009-06-01	19.897983333333332	40.01485
KC669006.1 Uncultured_bacterium_clone_14A06 2009-06-01	19.897983333333332	40.01485
KC669007.1 Uncultured_bacterium_clone_14A07 2009-06-01	19.897983333333332	40.01485
KC669008.1 Uncultured_bacterium_clone_14A10 2009-06-01	19.897983333333332	40.01485
KC669009.1 Uncultured_bacterium_clone_14A11 2009-06-01	19.897983333333332	40.01485
KF428127.1 Uncultured_Endozoicomonas_sp._clone_PH-C2-52B 2010-06-01	24.934666666666665	-81.83571666666667
KF428128.1 Uncultured_Endozoicomonas_sp._clone_PH-C2-44C 2010-06-01	24.934666666666665	-81.83571666666667
KF428129.1 Uncultured_Endozoicomonas_sp._clone_PH-C2-47D 2010-06-01	24.934666666666665	-81.83571666666667
KF428138.1 Uncultured_Endozoicomonas_sp._clone_PH-LH7-29H 2010-06-01	24.934666666666665	-81.83571666666667
KF428139.1 Uncultured_Endozoicomonas_sp._clone_PH-C5-I 2010-06-01	24.934666666666665	-81.83571666666667
KF428146.1 Uncultured_Endozoicomonas_sp._clone_PH-LH5-75K1 2010-06-01	24.934666666666665	-81.83571666666667
KF428149.1 Uncultured_Endozoicomonas_sp._clone_PH-C5-45M 2010-06-01	24.934666666666665	-81.83571666666667
KF428153.1 Uncultured_Endozoicomonas_sp._clone_PH-C5-LH5-O2 2010-06-01	24.934666666666665	-81.83571666666667
KF428154.1 Uncultured_Endozoicomonas_sp._clone_PH-C5-77P 2010-06-01	24.934666666666665	-81.83571666666667
KF428156.1 Uncultured_Endozoicomonas_sp._clone_PH-C5-P 2010-06-01	24.934666666666665	-81.83571666666667
KM360453.1 Endozoicomonas_sp._LC205 2010-05-01	-18.614633333333334	146.49983333333333
KM360460.1 Endozoicomonas_sp._SF102 2010-05-01	-18.614633333333334	146.49983333333333
KM360464.1 Endozoicomonas_sp._SF204 2010-05-01	-18.614633333333334	146.49983333333333
KT964903.1 Uncultured_Endozoicomonas_sp._clone_denovo13612 2013-04-01	41.833333333333336	8.75
LN875493.1 Endozoicomonas_sp._Acr-14_partial 2015-07-01	21.87638888888889	120.72472222222223
LN879492.1 Endozoicomonas_sp._Acr-12_partial 2015-07-01	21.87638888888889	120.72472222222223
MG725756.1 Uncultured_bacterium_clone_Otu00001 2014-11-01	22.30555	38.9628
MG725757.1 Uncultured_bacterium_clone_Otu00002 2014-11-01	22.30555	38.9628
MG725758.1 Uncultured_bacterium_clone_Otu00006 2014-11-01	22.30555	38.9628
MG725759.1 Uncultured_bacterium_clone_Otu00015 2014-11-01	22.30555	38.9628
MG725760.1 Uncultured_bacterium_clone_Otu00017 2014-11-01	22.30555	38.9628
MG725761.1 Uncultured_bacterium_clone_Otu00019 2014-11-01	22.30555	38.9628
MG725762.1 Uncultured_bacterium_clone_Otu00020 2014-11-01	22.30555	38.9628
MG725763.1 Uncultured_bacterium_clone_Otu00021 2014-11-01	22.30555	38.9628
MG725764.1 Uncultured_bacterium_clone_Otu00023 2014-11-01	22.30555	38.9628
MG725765.1 Uncultured_bacterium_clone_Otu00024 2014-11-01	22.30555	38.9628
MG896169.1 Endozoicomonas_sp._strain_UMTGB101 2012-10-01	5.613583333333334	103.05696666666667
MG896171.1 Endozoicomonas_sp._strain_UMTGB103 2012-10-01	5.613583333333334	103.05696666666667
MG896176.1 Endozoicomonas_sp._strain_UMTGB108 2012-10-01	5.613583333333334	103.05696666666667
MG896185.1 Endozoicomonas_sp._strain_UMTGB117 2012-10-01	5.613583333333334	103.05696666666667
MG896199.1 Endozoicomonas_sp._strain_UMTGB213 2012-10-01	5.613583333333334	103.05696666666667
MW540618.1 Endozoicomonas_sp._strain_G2_1 2018-05-15	22.251666666666665	38.95643333333334
MW540619.1 Endozoicomonas_sp._strain_G2_2 2018-05-15	22.251666666666665	38.95643333333334
OL957474.1 Uncultured_Endozoicomonas_sp._clone_KS1-1-1 2017-09-01	21.938944444444445	120.74572222222223
OL957475.1 Uncultured_Endozoicomonas_sp._clone_KS1-1-2 2017-09-01	21.938944444444445	120.74572222222223
OL957476.1 Uncultured_Endozoicomonas_sp._clone_KS1-1-3 2017-09-01	21.938944444444445	120.74572222222223
OL957477.1 Uncultured_Endozoicomonas_sp._clone_KS1-1-10 2017-09-01	21.938944444444445	120.74572222222223
OL957478.1 Uncultured_Endozoicomonas_sp._clone_KS1-2-1 2017-09-01	21.938944444444445	120.74572222222223
OL957479.1 Uncultured_Endozoicomonas_sp._clone_KS1-2-2 2017-09-01	21.938944444444445	120.74572222222223
OL957480.1 Uncultured_Endozoicomonas_sp._clone_KS1-2-4 2017-09-01	21.938944444444445	120.74572222222223
OL957481.1 Uncultured_Endozoicomonas_sp._clone_KS1-3-1 2017-09-01	21.938944444444445	120.74572222222223
OL957482.1 Uncultured_Endozoicomonas_sp._clone_KS4-1-1C 2017-09-01	21.938944444444445	120.74572222222223
OL957483.1 Uncultured_Endozoicomonas_sp._clone_KS4-1-2C 2017-09-01	21.938944444444445	120.74572222222223
OL957502.1 Uncultured_Endozoicomonas_sp._clone_OS2-1-2 2017-10-01	26.62838888888889	127.85988888888889
OL957503.1 Uncultured_Endozoicomonas_sp._clone_OS2-1-3 2017-10-01	26.62838888888889	127.85988888888889
OL957504.1 Uncultured_Endozoicomonas_sp._clone_OS2-2-1 2017-10-01	26.62838888888889	127.85988888888889
OL957505.1 Uncultured_Endozoicomonas_sp._clone_OS2-2-2 2017-10-01	26.62838888888889	127.85988888888889
OL957506.1 Uncultured_Endozoicomonas_sp._clone_OS2-2-3 2017-10-01	26.62838888888889	127.85988888888889
OL957507.1 Uncultured_Endozoicomonas_sp._clone_OS2-2-6 2017-10-01	26.62838888888889	127.85988888888889
OL957508.1 Uncultured_Endozoicomonas_sp._clone_OS2-3-1 2017-10-01	26.62838888888889	127.85988888888889
OL957509.1 Uncultured_Endozoicomonas_sp._clone_OS2-3-2 2017-10-01	26.62838888888889	127.85988888888889
OL957510.1 Uncultured_Endozoicomonas_sp._clone_OS2-4-1 2017-10-01	26.62838888888889	127.85988888888889
OL957511.1 Uncultured_Endozoicomonas_sp._clone_OS2-4-2 2017-10-01	26.62838888888889	127.85988888888889
OM273412.1 Endozoicomonas_gorgoniicola_strain_GFK69 2019-10-01	25.198333333333334	-80.50333333333333
OM273416.1 Endozoicomonas_euniceicola_strain_GFK78 2019-10-01	25.198333333333334	-80.50333333333333
